,team,games,errors,pick_offs,putouts,assists,double_plays,fielding_pct,passed_balls,stolen_bases,caught_stealing,cs_percent,year,win,lose,draw,win_rate,rank,errors_per_game,pick_offs_per_game,putouts_per_game,assists_per_game,double_plays_per_game,passed_balls_per_game,predicted_win_rate,residual
33,Hanwha Eagles,126,110,4,3333,1479,127,0.978,7,130,54,29.3,2005,64,61,1,0.512,4,0.873015873015873,0.031746031746031744,26.452380952380953,11.738095238095237,1.007936507936508,0.05555555555555555,0.45716956281676957,0.05483043718323044
34,Hyundai Unicorns,126,100,3,3347,1340,111,0.979,7,88,41,31.8,2005,53,70,3,0.431,7,0.7936507936507936,0.023809523809523808,26.563492063492063,10.634920634920634,0.8809523809523809,0.05555555555555555,0.4790045308983544,-0.04800453089835438
35,Kia Tigers,126,98,11,3315,1388,128,0.98,10,97,44,31.2,2005,49,76,1,0.392,8,0.7777777777777778,0.0873015873015873,26.30952380952381,11.015873015873016,1.0158730158730158,0.07936507936507936,0.4290960324261617,-0.03709603242616166
36,LG Twins,126,89,15,3307,1314,112,0.981,12,78,34,30.4,2005,54,71,1,0.432,6,0.7063492063492064,0.11904761904761904,26.246031746031747,10.428571428571429,0.8888888888888888,0.09523809523809523,0.41661890780811284,0.015381092191887158
37,Lotte Giants,126,98,9,3361,1417,124,0.98,6,111,36,24.5,2005,58,67,1,0.464,5,0.7777777777777778,0.07142857142857142,26.674603174603174,11.246031746031745,0.9841269841269841,0.047619047619047616,0.5008394989799392,-0.036839498979939156
38,Incheon,126,80,10,3411,1321,103,0.983,9,82,62,43.1,2005,70,50,6,0.583,3,0.6349206349206349,0.07936507936507936,27.071428571428573,10.484126984126984,0.8174603174603174,0.07142857142857142,0.5788215278427415,0.004178472157258417
39,Samsung Lions,126,86,5,3388,1361,98,0.982,2,83,37,30.8,2005,74,48,4,0.607,1,0.6825396825396826,0.03968253968253968,26.88888888888889,10.801587301587302,0.7777777777777778,0.015873015873015872,0.5429497945658524,0.06405020543414763
40,Doosan Bears,126,95,7,3347,1306,110,0.98,19,108,47,30.3,2006,63,60,3,0.512,5,0.753968253968254,0.05555555555555555,26.563492063492063,10.365079365079366,0.873015873015873,0.15079365079365079,0.4790045308983544,0.032995469101645636
41,Hanwha Eagles,126,84,6,3364,1421,105,0.983,7,123,51,29.3,2006,67,57,2,0.54,2,0.6666666666666666,0.047619047619047616,26.6984126984127,11.277777777777779,0.8333333333333334,0.05555555555555555,0.5055184207117076,0.03448157928829243
42,Hyundai Unicorns,126,93,6,3344,1326,125,0.98,3,81,23,22.1,2006,70,55,1,0.56,3,0.7380952380952381,0.047619047619047616,26.53968253968254,10.523809523809524,0.9920634920634921,0.023809523809523808,0.47432560916658684,0.08567439083341322
43,Kia Tigers,126,66,8,3355,1426,133,0.986,6,77,39,33.6,2006,64,59,3,0.52,4,0.5238095238095238,0.06349206349206349,26.626984126984127,11.317460317460318,1.0555555555555556,0.047619047619047616,0.4914816555164023,0.02851834448359769
44,LG Twins,126,82,9,3330,1382,132,0.983,7,64,42,39.6,2006,47,75,4,0.385,8,0.6507936507936508,0.07142857142857142,26.428571428571427,10.968253968253968,1.0476190476190477,0.05555555555555555,0.45249064108500114,-0.06749064108500114
45,Lotte Giants,126,84,10,3356,1529,123,0.983,13,70,48,40.7,2006,50,73,3,0.407,7,0.6666666666666666,0.07936507936507936,26.634920634920636,12.134920634920634,0.9761904761904762,0.10317460317460317,0.49304129609365877,-0.08604129609365879
46,Incheon,126,90,8,3372,1436,137,0.982,6,121,50,29.2,2006,60,65,1,0.48,6,0.7142857142857143,0.06349206349206349,26.761904761904763,11.396825396825397,1.0873015873015872,0.047619047619047616,0.5179955453297556,-0.037995545329755576
47,Samsung Lions,126,76,3,3354,1293,94,0.984,5,78,48,38.1,2006,73,50,3,0.593,1,0.6031746031746031,0.023809523809523808,26.61904761904762,10.261904761904763,0.746031746031746,0.03968253968253968,0.4899220149391468,0.1030779850608532
48,Doosan Bears,126,73,3,3394,1333,115,0.985,15,105,38,26.6,2007,70,54,2,0.565,2,0.5793650793650794,0.023809523809523808,26.936507936507937,10.579365079365079,0.9126984126984127,0.11904761904761904,0.5523076380293883,0.012692361970611632
49,Hanwha Eagles,126,76,9,3357,1468,118,0.984,3,124,74,37.4,2007,67,57,2,0.54,3,0.6031746031746031,0.07142857142857142,26.642857142857142,11.65079365079365,0.9365079365079365,0.023809523809523808,0.4946009366709152,0.04539906332908483
50,Hyundai Unicorns,126,96,4,3381,1327,106,0.98,12,127,47,27.0,2007,56,69,1,0.448,6,0.7619047619047619,0.031746031746031744,26.833333333333332,10.531746031746032,0.8412698412698413,0.09523809523809523,0.53203231052506,-0.08403231052505994
51,Kia Tigers,126,77,5,3329,1426,131,0.984,8,114,37,24.5,2007,51,74,1,0.408,8,0.6111111111111112,0.03968253968253968,26.42063492063492,11.317460317460318,1.0396825396825398,0.06349206349206349,0.4509310005077456,-0.04293100050774562
52,LG Twins,126,94,9,3407,1463,150,0.981,9,56,39,41.1,2007,58,62,6,0.483,5,0.746031746031746,0.07142857142857142,27.03968253968254,11.61111111111111,1.1904761904761905,0.07142857142857142,0.5725829655337176,-0.08958296553371758
53,Lotte Giants,126,82,14,3362,1444,118,0.983,10,80,38,32.2,2007,55,68,3,0.447,7,0.6507936507936508,0.1111111111111111,26.682539682539684,11.46031746031746,0.9365079365079365,0.07936507936507936,0.5023991395571956,-0.05539913955719561
54,Incheon,126,88,3,3418,1503,152,0.982,1,71,50,41.3,2007,73,48,5,0.603,1,0.6984126984126984,0.023809523809523808,27.126984126984127,11.928571428571429,1.2063492063492063,0.007936507936507936,0.5897390118835331,0.01326098811646692
55,Samsung Lions,126,87,8,3395,1431,113,0.982,8,70,43,38.1,2007,62,60,4,0.508,4,0.6904761904761905,0.06349206349206349,26.944444444444443,11.357142857142858,0.8968253968253969,0.06349206349206349,0.5538672786066439,-0.04586727860664386
56,Doosan Bears,126,92,5,3404,1325,111,0.981,12,109,46,29.7,2008,70,56,0,0.556,2,0.7301587301587301,0.03968253968253968,27.015873015873016,10.515873015873016,0.8809523809523809,0.09523809523809523,0.5679040438019491,-0.011904043801949094
57,Hanwha Eagles,126,61,8,3389,1457,150,0.988,9,171,55,24.3,2008,64,62,0,0.508,5,0.48412698412698413,0.06349206349206349,26.896825396825395,11.563492063492063,1.1904761904761905,0.07142857142857142,0.5445094351431079,-0.03650943514310789
58,Kia Tigers,126,75,5,3372,1481,129,0.985,6,143,54,27.4,2008,57,69,0,0.452,6,0.5952380952380952,0.03968253968253968,26.761904761904763,11.753968253968255,1.0238095238095237,0.047619047619047616,0.5179955453297556,-0.06599554532975554
59,LG Twins,126,76,13,3325,1365,118,0.984,7,87,51,37.0,2008,46,80,0,0.365,8,0.6031746031746031,0.10317460317460317,26.38888888888889,10.833333333333334,0.9365079365079365,0.05555555555555555,0.4446924381987216,-0.07969243819872163
60,Lotte Giants,126,92,3,3357,1507,155,0.981,7,112,55,32.9,2008,69,57,0,0.548,3,0.7301587301587301,0.023809523809523808,26.642857142857142,11.96031746031746,1.2301587301587302,0.05555555555555555,0.4946009366709152,0.05339906332908484
61,Incheon,126,102,9,3453,1464,133,0.98,6,89,65,42.2,2008,83,43,0,0.659,1,0.8095238095238095,0.07142857142857142,27.404761904761905,11.619047619047619,1.0555555555555556,0.047619047619047616,0.6443264320874951,0.014673567912504959
62,Samsung Lions,126,69,9,3370,1387,119,0.986,9,124,59,32.2,2008,65,61,0,0.516,4,0.5476190476190477,0.07142857142857142,26.746031746031747,11.007936507936508,0.9444444444444444,0.07142857142857142,0.5148762641752436,0.0011237358247564444
63,Heroes,126,100,10,3376,1403,121,0.98,10,123,58,32.0,2008,50,76,0,0.397,7,0.7936507936507936,0.07936507936507936,26.793650793650794,11.134920634920634,0.9603174603174603,0.07936507936507936,0.5242341076387795,-0.12723410763877951
64,Doosan Bears,133,83,6,3559,1455,148,0.984,12,107,53,33.1,2009,71,60,2,0.534,3,0.6240601503759399,0.045112781954887216,26.7593984962406,10.93984962406015,1.112781954887218,0.09022556390977443,0.5175030272527268,0.016496972747273242
65,Hanwha Eagles,133,94,10,3522,1417,146,0.981,11,174,56,24.3,2009,46,84,3,0.346,8,0.706766917293233,0.07518796992481203,26.481203007518797,10.654135338345865,1.0977443609022557,0.08270676691729323,0.46283352070259465,-0.11683352070259467
66,Heroes,133,90,6,3523,1459,141,0.982,16,138,48,25.8,2009,60,72,1,0.451,6,0.6766917293233082,0.045112781954887216,26.48872180451128,10.969924812030076,1.0601503759398496,0.12030075187969924,0.4643110749336792,-0.013311074933679168
67,Kia Tigers,133,94,5,3597,1500,129,0.982,3,133,45,25.3,2009,81,48,4,0.609,1,0.706766917293233,0.03759398496240601,27.045112781954888,11.278195488721805,0.9699248120300752,0.022556390977443608,0.5736500880339452,0.03534991196605475
68,LG Twins,133,84,9,3525,1514,153,0.984,13,136,49,26.5,2009,54,75,4,0.406,7,0.631578947368421,0.06766917293233082,26.50375939849624,11.38345864661654,1.150375939849624,0.09774436090225563,0.46726618339584824,-0.06126618339584822
69,Lotte Giants,133,96,9,3487,1523,152,0.981,9,113,49,30.2,2009,66,67,0,0.496,4,0.7218045112781954,0.06766917293233082,26.218045112781954,11.451127819548873,1.1428571428571428,0.06766917293233082,0.4111191226146307,0.08488087738536931
70,Incheon,133,94,5,3639,1406,152,0.982,9,80,43,35.0,2009,80,47,6,0.602,2,0.706766917293233,0.03759398496240601,27.360902255639097,10.571428571428571,1.1428571428571428,0.06766917293233082,0.6357073657395009,-0.03370736573950095
71,Samsung Lions,133,80,10,3491,1368,136,0.984,8,142,56,28.3,2009,64,69,0,0.481,5,0.6015037593984962,0.07518796992481203,26.24812030075188,10.285714285714286,1.0225563909774436,0.06015037593984962,0.4170293395389697,0.06397066046103028
72,Doosan Bears,133,91,11,3539,1455,112,0.982,8,119,44,27.0,2010,73,57,3,0.549,3,0.6842105263157895,0.08270676691729323,26.60902255639098,10.93984962406015,0.8421052631578947,0.06015037593984962,0.48795194263103436,0.06104805736896568
73,Hanwha Eagles,133,80,10,3508,1448,127,0.984,7,151,58,27.8,2010,49,82,2,0.368,8,0.6015037593984962,0.07518796992481203,26.37593984962406,10.887218045112782,0.9548872180451128,0.05263157894736842,0.4421477614674094,-0.07414776146740942
74,Kia Tigers,133,86,8,3551,1493,118,0.983,4,156,48,23.5,2010,59,74,0,0.444,5,0.6466165413533834,0.06015037593984962,26.69924812030075,11.225563909774436,0.8872180451127819,0.03007518796992481,0.5056825934040496,-0.061682593404049635
75,LG Twins,133,92,9,3564,1573,167,0.982,7,124,66,34.7,2010,57,71,5,0.429,6,0.6917293233082706,0.06766917293233082,26.796992481203006,11.827067669172932,1.255639097744361,0.05263157894736842,0.5248907984081503,-0.09589079840815035
76,Lotte Giants,133,102,11,3582,1680,130,0.981,6,131,62,32.1,2010,69,61,3,0.519,4,0.7669172932330827,0.08270676691729323,26.93233082706767,12.631578947368421,0.9774436090225563,0.045112781954887216,0.5514867745676746,-0.03248677456767457
77,Heroes,133,93,17,3557,1515,148,0.982,9,160,68,29.8,2010,52,78,3,0.391,7,0.6992481203007519,0.12781954887218044,26.74436090225564,11.390977443609023,1.112781954887218,0.06766917293233082,0.5145479187905577,-0.12354791879055771
78,Incheon,133,81,6,3595,1400,126,0.984,7,109,59,35.1,2010,84,47,2,0.632,1,0.6090225563909775,0.045112781954887216,27.030075187969924,10.526315789473685,0.9473684210526315,0.05263157894736842,0.5706949795717753,0.06130502042822472
79,Samsung Lions,133,92,12,3581,1369,118,0.982,6,134,65,32.7,2010,79,52,2,0.594,2,0.6917293233082706,0.09022556390977443,26.924812030075188,10.293233082706767,0.8872180451127819,0.045112781954887216,0.55000922033659,0.04399077966340992
